#=====================================================
#
# 起伏地面の情報[Elevation.txt]
# Author：小原立暉
#
#=====================================================
#=====================================================
# 起伏地面の設定
#=====================================================
SET_ELEVATION
	POS = 0.00 0.00 0.00
	ROT = 0.00 0.00 0.00
	SIZE = 10000.00 10000.00
	WIDTH = 50
	DEPTH = 50
	TEXTURE = data\TEXTURE\GrassLand.png
	ELEV = 
		-5000.00 0.00 3000.00  -4800.00 0.00 3000.00  -4600.00 0.00 3000.00  -4400.00 0.00 3000.00  -4200.00 0.00 3000.00  -4000.00 0.00 3000.00  -3800.00 0.00 3000.00  -3600.00 0.00 3000.00  -3400.00 0.00 3000.00  -3200.00 0.00 3000.00  -3000.00 0.00 3000.00  -2800.00 12.00 3000.00  -2600.00 24.00 3000.00  -2400.00 33.00 3000.00  -2200.00 42.00 3000.00  -2000.00 42.00 3000.00  -1800.00 18.00 3000.00  -1600.00 18.00 3000.00  -1400.00 15.00 3000.00  -1200.00 6.00 3000.00  -1000.00 24.00 3000.00  -800.00 24.00 3000.00  -600.00 33.00 3000.00  -400.00 33.00 3000.00  -200.00 39.00 3000.00  0.00 27.00 3000.00  200.00 39.00 3000.00  400.00 24.00 3000.00  600.00 12.00 3000.00  800.00 21.00 3000.00  1000.00 12.00 3000.00  1200.00 33.00 3000.00  1400.00 45.00 3000.00  1600.00 63.00 3000.00  1800.00 90.00 3000.00  2000.00 84.00 3000.00  2200.00 75.00 3000.00  2400.00 72.00 3000.00  2600.00 87.00 3000.00  2800.00 60.00 3000.00  3000.00 60.00 3000.00  3200.00 48.00 3000.00  3400.00 15.00 3000.00  3600.00 0.00 3000.00  3800.00 0.00 3000.00  4000.00 0.00 3000.00  4200.00 0.00 3000.00  4400.00 0.00 3000.00  4600.00 0.00 3000.00  4800.00 0.00 3000.00  5000.00 0.00 3000.00  
		-5000.00 0.00 2800.00  -4800.00 0.00 2800.00  -4600.00 0.00 2800.00  -4400.00 0.00 2800.00  -4200.00 0.00 2800.00  -4000.00 0.00 2800.00  -3800.00 0.00 2800.00  -3600.00 0.00 2800.00  -3400.00 0.00 2800.00  -3200.00 0.00 2800.00  -3000.00 0.00 2800.00  -2800.00 18.00 2800.00  -2600.00 45.00 2800.00  -2400.00 54.00 2800.00  -2200.00 63.00 2800.00  -2000.00 102.00 2800.00  -1800.00 75.00 2800.00  -1600.00 93.00 2800.00  -1400.00 111.00 2800.00  -1200.00 123.00 2800.00  -1000.00 126.00 2800.00  -800.00 138.00 2800.00  -600.00 150.00 2800.00  -400.00 135.00 2800.00  -200.00 132.00 2800.00  0.00 123.00 2800.00  200.00 129.00 2800.00  400.00 102.00 2800.00  600.00 111.00 2800.00  800.00 105.00 2800.00  1000.00 96.00 2800.00  1200.00 108.00 2800.00  1400.00 93.00 2800.00  1600.00 93.00 2800.00  1800.00 90.00 2800.00  2000.00 84.00 2800.00  2200.00 75.00 2800.00  2400.00 72.00 2800.00  2600.00 102.00 2800.00  2800.00 99.00 2800.00  3000.00 99.00 2800.00  3200.00 87.00 2800.00  3400.00 54.00 2800.00  3600.00 9.00 2800.00  3800.00 0.00 2800.00  4000.00 0.00 2800.00  4200.00 0.00 2800.00  4400.00 0.00 2800.00  4600.00 0.00 2800.00  4800.00 0.00 2800.00  5000.00 0.00 2800.00  
		-5000.00 0.00 2600.00  -4800.00 0.00 2600.00  -4600.00 0.00 2600.00  -4400.00 0.00 2600.00  -4200.00 0.00 2600.00  -4000.00 0.00 2600.00  -3800.00 0.00 2600.00  -3600.00 0.00 2600.00  -3400.00 0.00 2600.00  -3200.00 0.00 2600.00  -3000.00 0.00 2600.00  -2800.00 6.00 2600.00  -2600.00 21.00 2600.00  -2400.00 21.00 2600.00  -2200.00 21.00 2600.00  -2000.00 75.00 2600.00  -1800.00 72.00 2600.00  -1600.00 90.00 2600.00  -1400.00 111.00 2600.00  -1200.00 117.00 2600.00  -1000.00 102.00 2600.00  -800.00 114.00 2600.00  -600.00 117.00 2600.00  -400.00 102.00 2600.00  -200.00 93.00 2600.00  0.00 96.00 2600.00  200.00 90.00 2600.00  400.00 78.00 2600.00  600.00 99.00 2600.00  800.00 84.00 2600.00  1000.00 108.00 2600.00  1200.00 120.00 2600.00  1400.00 93.00 2600.00  1600.00 87.00 2600.00  1800.00 78.00 2600.00  2000.00 63.00 2600.00  2200.00 63.00 2600.00  2400.00 72.00 2600.00  2600.00 102.00 2600.00  2800.00 108.00 2600.00  3000.00 108.00 2600.00  3200.00 96.00 2600.00  3400.00 63.00 2600.00  3600.00 18.00 2600.00  3800.00 0.00 2600.00  4000.00 0.00 2600.00  4200.00 0.00 2600.00  4400.00 0.00 2600.00  4600.00 0.00 2600.00  4800.00 0.00 2600.00  5000.00 0.00 2600.00  
		-5000.00 0.00 2400.00  -4800.00 0.00 2400.00  -4600.00 0.00 2400.00  -4400.00 0.00 2400.00  -4200.00 0.00 2400.00  -4000.00 0.00 2400.00  -3800.00 0.00 2400.00  -3600.00 0.00 2400.00  -3400.00 0.00 2400.00  -3200.00 0.00 2400.00  -3000.00 0.00 2400.00  -2800.00 6.00 2400.00  -2600.00 39.00 2400.00  -2400.00 39.00 2400.00  -2200.00 39.00 2400.00  -2000.00 114.00 2400.00  -1800.00 93.00 2400.00  -1600.00 111.00 2400.00  -1400.00 132.00 2400.00  -1200.00 117.00 2400.00  -1000.00 102.00 2400.00  -800.00 114.00 2400.00  -600.00 117.00 2400.00  -400.00 102.00 2400.00  -200.00 93.00 2400.00  0.00 96.00 2400.00  200.00 90.00 2400.00  400.00 78.00 2400.00  600.00 99.00 2400.00  800.00 84.00 2400.00  1000.00 108.00 2400.00  1200.00 132.00 2400.00  1400.00 108.00 2400.00  1600.00 114.00 2400.00  1800.00 93.00 2400.00  2000.00 78.00 2400.00  2200.00 54.00 2400.00  2400.00 42.00 2400.00  2600.00 66.00 2400.00  2800.00 96.00 2400.00  3000.00 96.00 2400.00  3200.00 96.00 2400.00  3400.00 78.00 2400.00  3600.00 33.00 2400.00  3800.00 0.00 2400.00  4000.00 0.00 2400.00  4200.00 0.00 2400.00  4400.00 0.00 2400.00  4600.00 0.00 2400.00  4800.00 0.00 2400.00  5000.00 0.00 2400.00  
		-5000.00 0.00 2200.00  -4800.00 0.00 2200.00  -4600.00 0.00 2200.00  -4400.00 0.00 2200.00  -4200.00 0.00 2200.00  -4000.00 0.00 2200.00  -3800.00 0.00 2200.00  -3600.00 0.00 2200.00  -3400.00 0.00 2200.00  -3200.00 0.00 2200.00  -3000.00 0.00 2200.00  -2800.00 18.00 2200.00  -2600.00 51.00 2200.00  -2400.00 51.00 2200.00  -2200.00 60.00 2200.00  -2000.00 135.00 2200.00  -1800.00 102.00 2200.00  -1600.00 120.00 2200.00  -1400.00 138.00 2200.00  -1200.00 120.00 2200.00  -1000.00 120.00 2200.00  -800.00 147.00 2200.00  -600.00 165.00 2200.00  -400.00 159.00 2200.00  -200.00 147.00 2200.00  0.00 141.00 2200.00  200.00 141.00 2200.00  400.00 123.00 2200.00  600.00 150.00 2200.00  800.00 129.00 2200.00  1000.00 141.00 2200.00  1200.00 156.00 2200.00  1400.00 120.00 2200.00  1600.00 114.00 2200.00  1800.00 93.00 2200.00  2000.00 87.00 2200.00  2200.00 63.00 2200.00  2400.00 45.00 2200.00  2600.00 42.00 2200.00  2800.00 72.00 2200.00  3000.00 72.00 2200.00  3200.00 72.00 2200.00  3400.00 72.00 2200.00  3600.00 33.00 2200.00  3800.00 0.00 2200.00  4000.00 0.00 2200.00  4200.00 0.00 2200.00  4400.00 0.00 2200.00  4600.00 0.00 2200.00  4800.00 0.00 2200.00  5000.00 0.00 2200.00  
		-5000.00 0.00 2000.00  -4800.00 0.00 2000.00  -4600.00 0.00 2000.00  -4400.00 0.00 2000.00  -4200.00 0.00 2000.00  -4000.00 0.00 2000.00  -3800.00 0.00 2000.00  -3600.00 0.00 2000.00  -3400.00 0.00 2000.00  -3200.00 0.00 2000.00  -3000.00 0.00 2000.00  -2800.00 12.00 2000.00  -2600.00 60.00 2000.00  -2400.00 60.00 2000.00  -2200.00 84.00 2000.00  -2000.00 138.00 2000.00  -1800.00 78.00 2000.00  -1600.00 78.00 2000.00  -1400.00 60.00 2000.00  -1200.00 12.00 2000.00  -1000.00 21.00 2000.00  -800.00 48.00 2000.00  -600.00 69.00 2000.00  -400.00 84.00 2000.00  -200.00 96.00 2000.00  0.00 105.00 2000.00  200.00 120.00 2000.00  400.00 99.00 2000.00  600.00 93.00 2000.00  800.00 96.00 2000.00  1000.00 90.00 2000.00  1200.00 135.00 2000.00  1400.00 126.00 2000.00  1600.00 129.00 2000.00  1800.00 126.00 2000.00  2000.00 132.00 2000.00  2200.00 93.00 2000.00  2400.00 75.00 2000.00  2600.00 57.00 2000.00  2800.00 48.00 2000.00  3000.00 48.00 2000.00  3200.00 48.00 2000.00  3400.00 48.00 2000.00  3600.00 27.00 2000.00  3800.00 0.00 2000.00  4000.00 0.00 2000.00  4200.00 0.00 2000.00  4400.00 0.00 2000.00  4600.00 0.00 2000.00  4800.00 0.00 2000.00  5000.00 0.00 2000.00  
		-5000.00 0.00 1800.00  -4800.00 0.00 1800.00  -4600.00 0.00 1800.00  -4400.00 0.00 1800.00  -4200.00 0.00 1800.00  -4000.00 0.00 1800.00  -3800.00 0.00 1800.00  -3600.00 0.00 1800.00  -3400.00 0.00 1800.00  -3200.00 0.00 1800.00  -3000.00 0.00 1800.00  -2800.00 12.00 1800.00  -2600.00 66.00 1800.00  -2400.00 66.00 1800.00  -2200.00 96.00 1800.00  -2000.00 123.00 1800.00  -1800.00 69.00 1800.00  -1600.00 57.00 1800.00  -1400.00 60.00 1800.00  -1200.00 39.00 1800.00  -1000.00 54.00 1800.00  -800.00 99.00 1800.00  -600.00 105.00 1800.00  -400.00 102.00 1800.00  -200.00 126.00 1800.00  0.00 117.00 1800.00  200.00 132.00 1800.00  400.00 111.00 1800.00  600.00 93.00 1800.00  800.00 96.00 1800.00  1000.00 66.00 1800.00  1200.00 126.00 1800.00  1400.00 117.00 1800.00  1600.00 120.00 1800.00  1800.00 126.00 1800.00  2000.00 156.00 1800.00  2200.00 102.00 1800.00  2400.00 84.00 1800.00  2600.00 66.00 1800.00  2800.00 57.00 1800.00  3000.00 57.00 1800.00  3200.00 57.00 1800.00  3400.00 57.00 1800.00  3600.00 21.00 1800.00  3800.00 0.00 1800.00  4000.00 0.00 1800.00  4200.00 0.00 1800.00  4400.00 0.00 1800.00  4600.00 0.00 1800.00  4800.00 0.00 1800.00  5000.00 0.00 1800.00  
		-5000.00 0.00 1600.00  -4800.00 0.00 1600.00  -4600.00 0.00 1600.00  -4400.00 0.00 1600.00  -4200.00 0.00 1600.00  -4000.00 0.00 1600.00  -3800.00 0.00 1600.00  -3600.00 0.00 1600.00  -3400.00 0.00 1600.00  -3200.00 0.00 1600.00  -3000.00 0.00 1600.00  -2800.00 12.00 1600.00  -2600.00 48.00 1600.00  -2400.00 63.00 1600.00  -2200.00 111.00 1600.00  -2000.00 111.00 1600.00  -1800.00 75.00 1600.00  -1600.00 48.00 1600.00  -1400.00 36.00 1600.00  -1200.00 60.00 1600.00  -1000.00 75.00 1600.00  -800.00 120.00 1600.00  -600.00 123.00 1600.00  -400.00 120.00 1600.00  -200.00 126.00 1600.00  0.00 126.00 1600.00  200.00 141.00 1600.00  400.00 120.00 1600.00  600.00 102.00 1600.00  800.00 105.00 1600.00  1000.00 66.00 1600.00  1200.00 120.00 1600.00  1400.00 108.00 1600.00  1600.00 87.00 1600.00  1800.00 75.00 1600.00  2000.00 129.00 1600.00  2200.00 72.00 1600.00  2400.00 72.00 1600.00  2600.00 72.00 1600.00  2800.00 48.00 1600.00  3000.00 48.00 1600.00  3200.00 48.00 1600.00  3400.00 48.00 1600.00  3600.00 0.00 1600.00  3800.00 0.00 1600.00  4000.00 0.00 1600.00  4200.00 0.00 1600.00  4400.00 0.00 1600.00  4600.00 0.00 1600.00  4800.00 0.00 1600.00  5000.00 0.00 1600.00  
		-5000.00 0.00 1400.00  -4800.00 0.00 1400.00  -4600.00 0.00 1400.00  -4400.00 0.00 1400.00  -4200.00 0.00 1400.00  -4000.00 0.00 1400.00  -3800.00 0.00 1400.00  -3600.00 0.00 1400.00  -3400.00 0.00 1400.00  -3200.00 0.00 1400.00  -3000.00 0.00 1400.00  -2800.00 0.00 1400.00  -2600.00 36.00 1400.00  -2400.00 51.00 1400.00  -2200.00 102.00 1400.00  -2000.00 102.00 1400.00  -1800.00 78.00 1400.00  -1600.00 51.00 1400.00  -1400.00 51.00 1400.00  -1200.00 81.00 1400.00  -1000.00 81.00 1400.00  -800.00 111.00 1400.00  -600.00 78.00 1400.00  -400.00 102.00 1400.00  -200.00 138.00 1400.00  0.00 159.00 1400.00  200.00 180.00 1400.00  400.00 171.00 1400.00  600.00 117.00 1400.00  800.00 96.00 1400.00  1000.00 75.00 1400.00  1200.00 138.00 1400.00  1400.00 117.00 1400.00  1600.00 108.00 1400.00  1800.00 96.00 1400.00  2000.00 153.00 1400.00  2200.00 96.00 1400.00  2400.00 96.00 1400.00  2600.00 96.00 1400.00  2800.00 42.00 1400.00  3000.00 42.00 1400.00  3200.00 42.00 1400.00  3400.00 42.00 1400.00  3600.00 0.00 1400.00  3800.00 0.00 1400.00  4000.00 0.00 1400.00  4200.00 0.00 1400.00  4400.00 0.00 1400.00  4600.00 0.00 1400.00  4800.00 0.00 1400.00  5000.00 0.00 1400.00  
		-5000.00 0.00 1200.00  -4800.00 0.00 1200.00  -4600.00 0.00 1200.00  -4400.00 0.00 1200.00  -4200.00 0.00 1200.00  -4000.00 0.00 1200.00  -3800.00 0.00 1200.00  -3600.00 0.00 1200.00  -3400.00 0.00 1200.00  -3200.00 0.00 1200.00  -3000.00 0.00 1200.00  -2800.00 0.00 1200.00  -2600.00 21.00 1200.00  -2400.00 36.00 1200.00  -2200.00 114.00 1200.00  -2000.00 114.00 1200.00  -1800.00 105.00 1200.00  -1600.00 78.00 1200.00  -1400.00 81.00 1200.00  -1200.00 135.00 1200.00  -1000.00 162.00 1200.00  -800.00 186.00 1200.00  -600.00 141.00 1200.00  -400.00 159.00 1200.00  -200.00 138.00 1200.00  0.00 120.00 1200.00  200.00 120.00 1200.00  400.00 123.00 1200.00  600.00 105.00 1200.00  800.00 81.00 1200.00  1000.00 123.00 1200.00  1200.00 165.00 1200.00  1400.00 108.00 1200.00  1600.00 108.00 1200.00  1800.00 105.00 1200.00  2000.00 126.00 1200.00  2200.00 84.00 1200.00  2400.00 84.00 1200.00  2600.00 84.00 1200.00  2800.00 51.00 1200.00  3000.00 51.00 1200.00  3200.00 51.00 1200.00  3400.00 51.00 1200.00  3600.00 0.00 1200.00  3800.00 0.00 1200.00  4000.00 0.00 1200.00  4200.00 0.00 1200.00  4400.00 0.00 1200.00  4600.00 0.00 1200.00  4800.00 0.00 1200.00  5000.00 0.00 1200.00  
		-5000.00 0.00 1000.00  -4800.00 0.00 1000.00  -4600.00 0.00 1000.00  -4400.00 0.00 1000.00  -4200.00 0.00 1000.00  -4000.00 0.00 1000.00  -3800.00 0.00 1000.00  -3600.00 0.00 1000.00  -3400.00 0.00 1000.00  -3200.00 0.00 1000.00  -3000.00 0.00 1000.00  -2800.00 0.00 1000.00  -2600.00 0.00 1000.00  -2400.00 15.00 1000.00  -2200.00 75.00 1000.00  -2000.00 75.00 1000.00  -1800.00 75.00 1000.00  -1600.00 60.00 1000.00  -1400.00 54.00 1000.00  -1200.00 99.00 1000.00  -1000.00 141.00 1000.00  -800.00 147.00 1000.00  -600.00 117.00 1000.00  -400.00 171.00 1000.00  -200.00 126.00 1000.00  0.00 126.00 1000.00  200.00 126.00 1000.00  400.00 159.00 1000.00  600.00 135.00 1000.00  800.00 123.00 1000.00  1000.00 195.00 1000.00  1200.00 222.00 1000.00  1400.00 135.00 1000.00  1600.00 135.00 1000.00  1800.00 102.00 1000.00  2000.00 111.00 1000.00  2200.00 84.00 1000.00  2400.00 84.00 1000.00  2600.00 99.00 1000.00  2800.00 60.00 1000.00  3000.00 60.00 1000.00  3200.00 60.00 1000.00  3400.00 60.00 1000.00  3600.00 0.00 1000.00  3800.00 0.00 1000.00  4000.00 0.00 1000.00  4200.00 0.00 1000.00  4400.00 0.00 1000.00  4600.00 0.00 1000.00  4800.00 0.00 1000.00  5000.00 0.00 1000.00  
		-5000.00 0.00 800.00  -4800.00 0.00 800.00  -4600.00 0.00 800.00  -4400.00 0.00 800.00  -4200.00 0.00 800.00  -4000.00 0.00 800.00  -3800.00 0.00 800.00  -3600.00 0.00 800.00  -3400.00 0.00 800.00  -3200.00 0.00 800.00  -3000.00 0.00 800.00  -2800.00 0.00 800.00  -2600.00 0.00 800.00  -2400.00 0.00 800.00  -2200.00 63.00 800.00  -2000.00 63.00 800.00  -1800.00 63.00 800.00  -1600.00 63.00 800.00  -1400.00 54.00 800.00  -1200.00 84.00 800.00  -1000.00 126.00 800.00  -800.00 132.00 800.00  -600.00 102.00 800.00  -400.00 174.00 800.00  -200.00 132.00 800.00  0.00 132.00 800.00  200.00 132.00 800.00  400.00 177.00 800.00  600.00 147.00 800.00  800.00 135.00 800.00  1000.00 219.00 800.00  1200.00 219.00 800.00  1400.00 132.00 800.00  1600.00 132.00 800.00  1800.00 99.00 800.00  2000.00 90.00 800.00  2200.00 78.00 800.00  2400.00 78.00 800.00  2600.00 108.00 800.00  2800.00 63.00 800.00  3000.00 63.00 800.00  3200.00 63.00 800.00  3400.00 63.00 800.00  3600.00 0.00 800.00  3800.00 0.00 800.00  4000.00 0.00 800.00  4200.00 0.00 800.00  4400.00 0.00 800.00  4600.00 0.00 800.00  4800.00 0.00 800.00  5000.00 0.00 800.00  
		-5000.00 0.00 600.00  -4800.00 0.00 600.00  -4600.00 0.00 600.00  -4400.00 0.00 600.00  -4200.00 0.00 600.00  -4000.00 0.00 600.00  -3800.00 0.00 600.00  -3600.00 0.00 600.00  -3400.00 0.00 600.00  -3200.00 0.00 600.00  -3000.00 0.00 600.00  -2800.00 0.00 600.00  -2600.00 0.00 600.00  -2400.00 0.00 600.00  -2200.00 75.00 600.00  -2000.00 75.00 600.00  -1800.00 75.00 600.00  -1600.00 75.00 600.00  -1400.00 30.00 600.00  -1200.00 57.00 600.00  -1000.00 99.00 600.00  -800.00 105.00 600.00  -600.00 99.00 600.00  -400.00 162.00 600.00  -200.00 108.00 600.00  0.00 87.00 600.00  200.00 87.00 600.00  400.00 144.00 600.00  600.00 108.00 600.00  800.00 144.00 600.00  1000.00 219.00 600.00  1200.00 189.00 600.00  1400.00 123.00 600.00  1600.00 123.00 600.00  1800.00 87.00 600.00  2000.00 60.00 600.00  2200.00 60.00 600.00  2400.00 60.00 600.00  2600.00 105.00 600.00  2800.00 72.00 600.00  3000.00 72.00 600.00  3200.00 72.00 600.00  3400.00 72.00 600.00  3600.00 0.00 600.00  3800.00 0.00 600.00  4000.00 0.00 600.00  4200.00 0.00 600.00  4400.00 0.00 600.00  4600.00 0.00 600.00  4800.00 0.00 600.00  5000.00 0.00 600.00  
		-5000.00 0.00 400.00  -4800.00 0.00 400.00  -4600.00 0.00 400.00  -4400.00 0.00 400.00  -4200.00 0.00 400.00  -4000.00 0.00 400.00  -3800.00 0.00 400.00  -3600.00 0.00 400.00  -3400.00 0.00 400.00  -3200.00 0.00 400.00  -3000.00 0.00 400.00  -2800.00 0.00 400.00  -2600.00 0.00 400.00  -2400.00 0.00 400.00  -2200.00 69.00 400.00  -2000.00 69.00 400.00  -1800.00 69.00 400.00  -1600.00 69.00 400.00  -1400.00 3.00 400.00  -1200.00 15.00 400.00  -1000.00 63.00 400.00  -800.00 105.00 400.00  -600.00 105.00 400.00  -400.00 162.00 400.00  -200.00 126.00 400.00  0.00 123.00 400.00  200.00 117.00 400.00  400.00 177.00 400.00  600.00 111.00 400.00  800.00 138.00 400.00  1000.00 165.00 400.00  1200.00 150.00 400.00  1400.00 120.00 400.00  1600.00 120.00 400.00  1800.00 90.00 400.00  2000.00 78.00 400.00  2200.00 63.00 400.00  2400.00 63.00 400.00  2600.00 117.00 400.00  2800.00 69.00 400.00  3000.00 69.00 400.00  3200.00 69.00 400.00  3400.00 69.00 400.00  3600.00 0.00 400.00  3800.00 0.00 400.00  4000.00 0.00 400.00  4200.00 0.00 400.00  4400.00 0.00 400.00  4600.00 0.00 400.00  4800.00 0.00 400.00  5000.00 0.00 400.00  
		-5000.00 0.00 200.00  -4800.00 0.00 200.00  -4600.00 0.00 200.00  -4400.00 0.00 200.00  -4200.00 0.00 200.00  -4000.00 0.00 200.00  -3800.00 0.00 200.00  -3600.00 0.00 200.00  -3400.00 0.00 200.00  -3200.00 0.00 200.00  -3000.00 0.00 200.00  -2800.00 0.00 200.00  -2600.00 0.00 200.00  -2400.00 0.00 200.00  -2200.00 78.00 200.00  -2000.00 78.00 200.00  -1800.00 78.00 200.00  -1600.00 78.00 200.00  -1400.00 48.00 200.00  -1200.00 60.00 200.00  -1000.00 93.00 200.00  -800.00 147.00 200.00  -600.00 156.00 200.00  -400.00 153.00 200.00  -200.00 132.00 200.00  0.00 129.00 200.00  200.00 102.00 200.00  400.00 144.00 200.00  600.00 93.00 200.00  800.00 108.00 200.00  1000.00 105.00 200.00  1200.00 105.00 200.00  1400.00 93.00 200.00  1600.00 93.00 200.00  1800.00 111.00 200.00  2000.00 99.00 200.00  2200.00 69.00 200.00  2400.00 69.00 200.00  2600.00 117.00 200.00  2800.00 48.00 200.00  3000.00 48.00 200.00  3200.00 48.00 200.00  3400.00 48.00 200.00  3600.00 0.00 200.00  3800.00 0.00 200.00  4000.00 0.00 200.00  4200.00 0.00 200.00  4400.00 0.00 200.00  4600.00 0.00 200.00  4800.00 0.00 200.00  5000.00 0.00 200.00  
		-5000.00 0.00 0.00  -4800.00 0.00 0.00  -4600.00 0.00 0.00  -4400.00 0.00 0.00  -4200.00 0.00 0.00  -4000.00 0.00 0.00  -3800.00 0.00 0.00  -3600.00 0.00 0.00  -3400.00 0.00 0.00  -3200.00 0.00 0.00  -3000.00 0.00 0.00  -2800.00 0.00 0.00  -2600.00 0.00 0.00  -2400.00 0.00 0.00  -2200.00 93.00 0.00  -2000.00 93.00 0.00  -1800.00 93.00 0.00  -1600.00 93.00 0.00  -1400.00 63.00 0.00  -1200.00 114.00 0.00  -1000.00 147.00 0.00  -800.00 201.00 0.00  -600.00 228.00 0.00  -400.00 204.00 0.00  -200.00 156.00 0.00  0.00 153.00 0.00  200.00 114.00 0.00  400.00 102.00 0.00  600.00 69.00 0.00  800.00 84.00 0.00  1000.00 96.00 0.00  1200.00 117.00 0.00  1400.00 117.00 0.00  1600.00 117.00 0.00  1800.00 144.00 0.00  2000.00 102.00 0.00  2200.00 72.00 0.00  2400.00 72.00 0.00  2600.00 111.00 0.00  2800.00 39.00 0.00  3000.00 39.00 0.00  3200.00 39.00 0.00  3400.00 39.00 0.00  3600.00 0.00 0.00  3800.00 0.00 0.00  4000.00 0.00 0.00  4200.00 0.00 0.00  4400.00 0.00 0.00  4600.00 0.00 0.00  4800.00 0.00 0.00  5000.00 0.00 0.00  
		-5000.00 0.00 -200.00  -4800.00 0.00 -200.00  -4600.00 0.00 -200.00  -4400.00 0.00 -200.00  -4200.00 0.00 -200.00  -4000.00 0.00 -200.00  -3800.00 0.00 -200.00  -3600.00 0.00 -200.00  -3400.00 0.00 -200.00  -3200.00 0.00 -200.00  -3000.00 0.00 -200.00  -2800.00 0.00 -200.00  -2600.00 0.00 -200.00  -2400.00 0.00 -200.00  -2200.00 81.00 -200.00  -2000.00 81.00 -200.00  -1800.00 81.00 -200.00  -1600.00 81.00 -200.00  -1400.00 63.00 -200.00  -1200.00 126.00 -200.00  -1000.00 186.00 -200.00  -800.00 240.00 -200.00  -600.00 267.00 -200.00  -400.00 252.00 -200.00  -200.00 192.00 -200.00  0.00 174.00 -200.00  200.00 123.00 -200.00  400.00 90.00 -200.00  600.00 39.00 -200.00  800.00 48.00 -200.00  1000.00 87.00 -200.00  1200.00 126.00 -200.00  1400.00 126.00 -200.00  1600.00 120.00 -200.00  1800.00 159.00 -200.00  2000.00 117.00 -200.00  2200.00 87.00 -200.00  2400.00 87.00 -200.00  2600.00 99.00 -200.00  2800.00 48.00 -200.00  3000.00 48.00 -200.00  3200.00 48.00 -200.00  3400.00 48.00 -200.00  3600.00 0.00 -200.00  3800.00 0.00 -200.00  4000.00 0.00 -200.00  4200.00 0.00 -200.00  4400.00 0.00 -200.00  4600.00 0.00 -200.00  4800.00 0.00 -200.00  5000.00 0.00 -200.00  
		-5000.00 0.00 -400.00  -4800.00 0.00 -400.00  -4600.00 0.00 -400.00  -4400.00 0.00 -400.00  -4200.00 0.00 -400.00  -4000.00 0.00 -400.00  -3800.00 0.00 -400.00  -3600.00 0.00 -400.00  -3400.00 0.00 -400.00  -3200.00 0.00 -400.00  -3000.00 0.00 -400.00  -2800.00 0.00 -400.00  -2600.00 0.00 -400.00  -2400.00 0.00 -400.00  -2200.00 81.00 -400.00  -2000.00 81.00 -400.00  -1800.00 81.00 -400.00  -1600.00 81.00 -400.00  -1400.00 63.00 -400.00  -1200.00 114.00 -400.00  -1000.00 171.00 -400.00  -800.00 183.00 -400.00  -600.00 210.00 -400.00  -400.00 180.00 -400.00  -200.00 159.00 -400.00  0.00 129.00 -400.00  200.00 132.00 -400.00  400.00 117.00 -400.00  600.00 96.00 -400.00  800.00 96.00 -400.00  1000.00 117.00 -400.00  1200.00 117.00 -400.00  1400.00 114.00 -400.00  1600.00 99.00 -400.00  1800.00 162.00 -400.00  2000.00 132.00 -400.00  2200.00 117.00 -400.00  2400.00 99.00 -400.00  2600.00 78.00 -400.00  2800.00 48.00 -400.00  3000.00 48.00 -400.00  3200.00 48.00 -400.00  3400.00 48.00 -400.00  3600.00 12.00 -400.00  3800.00 0.00 -400.00  4000.00 0.00 -400.00  4200.00 0.00 -400.00  4400.00 0.00 -400.00  4600.00 0.00 -400.00  4800.00 0.00 -400.00  5000.00 0.00 -400.00  
		-5000.00 0.00 -600.00  -4800.00 0.00 -600.00  -4600.00 0.00 -600.00  -4400.00 0.00 -600.00  -4200.00 0.00 -600.00  -4000.00 0.00 -600.00  -3800.00 0.00 -600.00  -3600.00 0.00 -600.00  -3400.00 0.00 -600.00  -3200.00 0.00 -600.00  -3000.00 0.00 -600.00  -2800.00 0.00 -600.00  -2600.00 0.00 -600.00  -2400.00 0.00 -600.00  -2200.00 78.00 -600.00  -2000.00 78.00 -600.00  -1800.00 78.00 -600.00  -1600.00 114.00 -600.00  -1400.00 87.00 -600.00  -1200.00 138.00 -600.00  -1000.00 207.00 -600.00  -800.00 180.00 -600.00  -600.00 177.00 -600.00  -400.00 171.00 -600.00  -200.00 150.00 -600.00  0.00 108.00 -600.00  200.00 132.00 -600.00  400.00 117.00 -600.00  600.00 96.00 -600.00  800.00 96.00 -600.00  1000.00 117.00 -600.00  1200.00 108.00 -600.00  1400.00 117.00 -600.00  1600.00 102.00 -600.00  1800.00 144.00 -600.00  2000.00 114.00 -600.00  2200.00 108.00 -600.00  2400.00 78.00 -600.00  2600.00 48.00 -600.00  2800.00 69.00 -600.00  3000.00 69.00 -600.00  3200.00 69.00 -600.00  3400.00 69.00 -600.00  3600.00 24.00 -600.00  3800.00 0.00 -600.00  4000.00 0.00 -600.00  4200.00 0.00 -600.00  4400.00 0.00 -600.00  4600.00 0.00 -600.00  4800.00 0.00 -600.00  5000.00 0.00 -600.00  
